"","country","year","id","polity2","conflict","region","civtot","inttot","nborder","muslim","ethnic","politic"
"28","Afghanistan",1973,"Afghanistan1973",-7,0,"Asia",0,0,"3 - 5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"29","Afghanistan",1974,"Afghanistan1974",-7,0,"Asia",0,0,"3 - 5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"30","Afghanistan",1975,"Afghanistan1975",-7,0,"Asia",0,0,"3 - 5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"31","Afghanistan",1976,"Afghanistan1976",-7,0,"Asia",0,0,"3 - 5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"32","Afghanistan",1977,"Afghanistan1977",-7,0,"Asia",0,0,"3 - 5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"33","Afghanistan",1978,"Afghanistan1978",0,7,"Asia",7,0,"3 - 5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Neutral"
"34","Afghanistan",1989,"Afghanistan1989",-8,7,"Asia",7,0,"3 - 5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"35","Afghanistan",1990,"Afghanistan1990",-8,7,"Asia",7,0,"3 - 5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"36","Afghanistan",1991,"Afghanistan1991",-8,7,"Asia",7,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"37","Afghanistan",1992,"Afghanistan1992",0,7,"Asia",7,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Neutral"
"38","Afghanistan",1993,"Afghanistan1993",0,7,"Asia",7,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Neutral"
"39","Afghanistan",1994,"Afghanistan1994",0,7,"Asia",7,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Neutral"
"40","Afghanistan",1995,"Afghanistan1995",0,7,"Asia",7,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Neutral"
"41","Afghanistan",1996,"Afghanistan1996",-7,7,"Asia",7,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"42","Afghanistan",1997,"Afghanistan1997",-7,7,"Asia",7,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"43","Afghanistan",1998,"Afghanistan1998",-7,7,"Asia",7,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"44","Afghanistan",1999,"Afghanistan1999",-7,7,"Asia",7,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"45","Afghanistan",2000,"Afghanistan2000",-7,7,"Asia",7,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"46","Albania",1946,"Albania1946",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"47","Albania",1947,"Albania1947",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"48","Albania",1948,"Albania1948",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"49","Albania",1949,"Albania1949",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"50","Albania",1950,"Albania1950",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"51","Albania",1951,"Albania1951",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"52","Albania",1952,"Albania1952",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"53","Albania",1953,"Albania1953",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"54","Albania",1954,"Albania1954",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"55","Albania",1955,"Albania1955",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"56","Albania",1956,"Albania1956",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"57","Albania",1957,"Albania1957",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"58","Albania",1958,"Albania1958",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"59","Albania",1959,"Albania1959",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"60","Albania",1960,"Albania1960",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"61","Albania",1961,"Albania1961",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"62","Albania",1962,"Albania1962",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"63","Albania",1963,"Albania1963",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"64","Albania",1964,"Albania1964",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"65","Albania",1965,"Albania1965",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"66","Albania",1966,"Albania1966",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"67","Albania",1967,"Albania1967",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"68","Albania",1968,"Albania1968",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"69","Albania",1969,"Albania1969",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"70","Albania",1970,"Albania1970",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"71","Albania",1971,"Albania1971",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"72","Albania",1972,"Albania1972",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"73","Albania",1973,"Albania1973",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"74","Albania",1974,"Albania1974",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"75","Albania",1975,"Albania1975",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"76","Albania",1976,"Albania1976",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"77","Albania",1977,"Albania1977",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"78","Albania",1978,"Albania1978",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"79","Albania",1979,"Albania1979",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"80","Albania",1980,"Albania1980",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"81","Albania",1981,"Albania1981",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"82","Albania",1982,"Albania1982",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"83","Albania",1983,"Albania1983",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"84","Albania",1984,"Albania1984",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"85","Albania",1985,"Albania1985",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"86","Albania",1986,"Albania1986",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"87","Albania",1987,"Albania1987",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"88","Albania",1988,"Albania1988",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"89","Albania",1989,"Albania1989",-9,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"90","Albania",1990,"Albania1990",1,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Democratic States"
"91","Albania",1991,"Albania1991",1,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Democratic States"
"92","Albania",1992,"Albania1992",5,0,"Europe and North America",0,0,"0 - 2 ","Muslim Majority States(> 50%)","No Ethnical Conflicts","Democratic States"
"93","Albania",1993,"Albania1993",5,0,"Europe and North America",0,0,"3 - 5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Democratic States"
"94","Albania",1994,"Albania1994",5,0,"Europe and North America",0,0,"3 - 5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Democratic States"
"95","Albania",1995,"Albania1995",5,0,"Europe and North America",0,0,"3 - 5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Democratic States"
"96","Albania",1996,"Albania1996",0,0,"Europe and North America",0,0,"3 - 5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Neutral"
"97","Albania",1997,"Albania1997",5,2,"Europe and North America",2,0,"3 - 5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Democratic States"
"98","Albania",1998,"Albania1998",5,0,"Europe and North America",0,0,"3 - 5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Democratic States"
"99","Albania",1999,"Albania1999",5,0,"Europe and North America",0,0,"3 - 5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Democratic States"
"100","Albania",2000,"Albania2000",5,0,"Europe and North America",0,0,"3 - 5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Democratic States"
"101","Albania",2001,"Albania2001",5,0,"Europe and North America",0,0,"3 - 5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Democratic States"
"102","Albania",2002,"Albania2002",7,0,"Europe and North America",0,0,"3 - 5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Democratic States"
"103","Albania",2003,"Albania2003",7,0,"Europe and North America",0,0,"3 - 5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Democratic States"
"104","Albania",2004,"Albania2004",7,0,"Europe and North America",0,0,"3 - 5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Democratic States"
"105","Albania",2005,"Albania2005",9,0,"Europe and North America",0,0,"3 - 5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Democratic States"
"106","Albania",2006,"Albania2006",9,0,"Europe and North America",0,0,"3 - 5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Democratic States"
"107","Albania",2007,"Albania2007",9,0,"Europe and North America",0,0,"3 - 5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Democratic States"
"108","Albania",2008,"Albania2008",9,0,"Europe and North America",0,0,"3 - 5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Democratic States"
"109","Albania",2009,"Albania2009",9,0,"Europe and North America",0,0,"3 - 5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Democratic States"
"110","Albania",2010,"Albania2010",9,0,"Europe and North America",0,0,"3 - 5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Democratic States"
"111","Albania",2011,"Albania2011",9,0,"Europe and North America",0,0,"3 - 5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Democratic States"
"112","Albania",2012,"Albania2012",9,0,"Europe and North America",0,0,"3 - 5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Democratic States"
"113","Algeria",1962,"Algeria1962",-8,1,"Europe and North America",1,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"114","Algeria",1963,"Algeria1963",-8,2,"Europe and North America",1,1,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"115","Algeria",1964,"Algeria1964",-8,1,"Europe and North America",0,1,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"116","Algeria",1965,"Algeria1965",-9,0,"Europe and North America",0,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"117","Algeria",1966,"Algeria1966",-9,0,"Europe and North America",0,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"118","Algeria",1967,"Algeria1967",-9,0,"Europe and North America",0,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"119","Algeria",1968,"Algeria1968",-9,0,"Europe and North America",0,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"120","Algeria",1969,"Algeria1969",-9,0,"Europe and North America",0,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"121","Algeria",1970,"Algeria1970",-9,0,"Europe and North America",0,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"122","Algeria",1971,"Algeria1971",-9,0,"Europe and North America",0,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"123","Algeria",1972,"Algeria1972",-9,0,"Europe and North America",0,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"124","Algeria",1973,"Algeria1973",-9,0,"Europe and North America",0,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"125","Algeria",1974,"Algeria1974",-9,0,"Europe and North America",0,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"126","Algeria",1975,"Algeria1975",-9,0,"Europe and North America",0,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"127","Algeria",1976,"Algeria1976",-9,0,"Europe and North America",0,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"128","Algeria",1977,"Algeria1977",-9,0,"Europe and North America",0,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"129","Algeria",1978,"Algeria1978",-9,0,"Europe and North America",0,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"130","Algeria",1979,"Algeria1979",-9,0,"Europe and North America",0,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"131","Algeria",1980,"Algeria1980",-9,0,"Europe and North America",0,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"132","Algeria",1981,"Algeria1981",-9,0,"Europe and North America",0,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"133","Algeria",1982,"Algeria1982",-9,0,"Europe and North America",0,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"134","Algeria",1983,"Algeria1983",-9,0,"Europe and North America",0,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"135","Algeria",1984,"Algeria1984",-9,0,"Europe and North America",0,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"136","Algeria",1985,"Algeria1985",-9,0,"Europe and North America",0,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"137","Algeria",1986,"Algeria1986",-9,0,"Europe and North America",0,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"138","Algeria",1987,"Algeria1987",-9,0,"Europe and North America",0,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"139","Algeria",1988,"Algeria1988",-9,0,"Europe and North America",0,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"140","Algeria",1989,"Algeria1989",-2,0,"Europe and North America",0,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"141","Algeria",1990,"Algeria1990",-2,0,"Europe and North America",0,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"142","Algeria",1991,"Algeria1991",-2,4,"Europe and North America",4,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"143","Algeria",1992,"Algeria1992",-7,4,"Europe and North America",4,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"144","Algeria",1993,"Algeria1993",-7,4,"Europe and North America",4,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"145","Algeria",1994,"Algeria1994",-7,4,"Europe and North America",4,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"146","Algeria",1995,"Algeria1995",-3,4,"Europe and North America",4,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"147","Algeria",1996,"Algeria1996",-3,4,"Europe and North America",4,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"148","Algeria",1997,"Algeria1997",-3,4,"Europe and North America",4,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"149","Algeria",1998,"Algeria1998",-3,4,"Europe and North America",4,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"150","Algeria",1999,"Algeria1999",-3,4,"Europe and North America",4,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"151","Algeria",2000,"Algeria2000",-3,4,"Europe and North America",4,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"152","Algeria",2001,"Algeria2001",-3,4,"Europe and North America",4,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"153","Algeria",2002,"Algeria2002",-3,4,"Europe and North America",4,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"154","Algeria",2003,"Algeria2003",-3,4,"Europe and North America",4,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Autocratic States"
"155","Algeria",2004,"Algeria2004",2,4,"Europe and North America",4,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Democratic States"
"156","Algeria",2005,"Algeria2005",2,0,"Europe and North America",0,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Democratic States"
"157","Algeria",2006,"Algeria2006",2,0,"Europe and North America",0,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Democratic States"
"158","Algeria",2007,"Algeria2007",2,0,"Europe and North America",0,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Democratic States"
"159","Algeria",2008,"Algeria2008",2,0,"Europe and North America",0,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Democratic States"
"160","Algeria",2009,"Algeria2009",2,0,"Europe and North America",0,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Democratic States"
"161","Algeria",2010,"Algeria2010",2,0,"Europe and North America",0,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Democratic States"
"162","Algeria",2011,"Algeria2011",2,0,"Europe and North America",0,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Democratic States"
"163","Algeria",2012,"Algeria2012",2,0,"Europe and North America",0,0,">5","Muslim Majority States(> 50%)","No Ethnical Conflicts","Democratic States"
"164","Angola",1975,"Angola1975",-7,7,"Europe and North America",7,0,"3 - 5","Non Muslim States (10% <)","No Ethnical Conflicts","Autocratic States"
"165","Angola",1976,"Angola1976",-7,7,"Europe and North America",7,0,"3 - 5","Non Muslim States (10% <)","No Ethnical Conflicts","Autocratic States"
"166","Angola",1977,"Angola1977",-7,8,"Europe and North America",7,1,"3 - 5","Non Muslim States (10% <)","No Ethnical Conflicts","Autocratic States"
"167","Angola",1978,"Angola1978",-7,8,"Europe and North America",7,1,"3 - 5","Non Muslim States (10% <)","No Ethnical Conflicts","Autocratic States"
"168","Angola",1979,"Angola1979",-7,7,"Europe and North America",7,0,"3 - 5","Non Muslim States (10% <)","No Ethnical Conflicts","Autocratic States"
"169","Angola",1980,"Angola1980",-7,7,"Europe and North America",7,0,"3 - 5","Non Muslim States (10% <)","No Ethnical Conflicts","Autocratic States"
"170","Angola",1981,"Angola1981",-7,7,"Europe and North America",7,0,"3 - 5","Non Muslim States (10% <)","No Ethnical Conflicts","Autocratic States"
"171","Angola",1982,"Angola1982",-7,7,"Europe and North America",7,0,"3 - 5","Non Muslim States (10% <)","No Ethnical Conflicts","Autocratic States"
"172","Angola",1983,"Angola1983",-7,7,"Europe and North America",7,0,"3 - 5","Non Muslim States (10% <)","No Ethnical Conflicts","Autocratic States"
"173","Angola",1984,"Angola1984",-7,7,"Europe and North America",7,0,"3 - 5","Non Muslim States (10% <)","No Ethnical Conflicts","Autocratic States"
"174","Angola",1985,"Angola1985",-7,7,"Europe and North America",7,0,"3 - 5","Non Muslim States (10% <)","No Ethnical Conflicts","Autocratic States"
"175","Angola",1986,"Angola1986",-7,7,"Europe and North America",7,0,"3 - 5","Non Muslim States (10% <)","No Ethnical Conflicts","Autocratic States"
"176","Angola",1987,"Angola1987",-7,7,"Europe and North America",7,0,"3 - 5","Non Muslim States (10% <)","No Ethnical Conflicts","Autocratic States"
"177","Angola",1988,"Angola1988",-7,7,"Europe and North America",7,0,"3 - 5","Non Muslim States (10% <)","No Ethnical Conflicts","Autocratic States"
"178","Angola",1989,"Angola1989",-7,7,"Europe and North America",7,0,"3 - 5","Non Muslim States (10% <)","No Ethnical Conflicts","Autocratic States"
"179","Angola",1990,"Angola1990",-7,7,"Europe and North America",7,0,"3 - 5","Non Muslim States (10% <)","No Ethnical Conflicts","Autocratic States"
"180","Angola",1991,"Angola1991",-3,7,"Europe and North America",7,0,"3 - 5","Non Muslim States (10% <)","No Ethnical Conflicts","Autocratic States"
"181","Angola",1992,"Angola1992",0,7,"Europe and North America",7,0,"3 - 5","Non Muslim States (10% <)","No Ethnical Conflicts","Neutral"
"182","Angola",1993,"Angola1993",-1,7,"Europe and North America",7,0,"3 - 5","Non Muslim States (10% <)","No Ethnical Conflicts","Autocratic States"
"183","Angola",1994,"Angola1994",-1,7,"Europe and North America",7,0,"3 - 5","Non Muslim States (10% <)","No Ethnical Conflicts","Autocratic States"
